BindingDB MonomerID	Ligand SMILES	IC50_Orexin2_nM
221356	COc1cc(OC)nc(NCCn2cc(NC(=O)c3ncoc3-c3cccc(F)c3)cn2)n1	25
221357	COc1cc(OC)nc(NCCn2cc(NC(=O)c3ncoc3-c3ccccc3F)cn2)n1	41
221358	COc1cc(OC)nc(NCCn2cc(NC(=O)c3ncoc3-c3ccccc3)cn2)n1	118
221359	COc1ccc(cc1)-c1ocnc1C(=O)Nc1cnn(CCNc2nc(OC)cc(OC)n2)c1	100
221360	COc1ccc2[nH]cc(CCn3cc(NC(=O)c4ncoc4-c4cccc(C)c4)cn3)c2c1	2
221361	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCc2cn(C)c3ccccc23)c1	265
221362	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCc2c[nH]c3ccccc23)c1	236
221363	COc1ccc2c(CCn3cc(NC(=O)c4ncoc4-c4cccc(C)c4)cn3)c[nH]c2c1	1655
221364	COc1ccc2c(CCn3cc(NC(=O)c4ncoc4-c4cccc(C)c4)cn3)cn(C)c2c1	665
221365	COc1ccc2n(C)cc(CCn3cc(NC(=O)c4ncoc4-c4cccc(C)c4)cn3)c2c1	22
221366	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCc2c[nH]c3ccc(F)cc23)c1	98
221367	COc1ccc2[nH]cc(CCn3cc(NC(=O)c4ncoc4-c4cccc(C)c4)cn3)c2n1	15
221368	COc1ccc2ncn(CCn3cc(NC(=O)c4ncoc4-c4cccc(C)c4)cn3)c2c1	6
221369	COc1cccc2[nH]cc(CCn3cc(NC(=O)c4ncoc4-c4cccc(C)c4)cn3)c12	111
221370	COc1cc(OC)nc(CCCn2cc(NC(=O)c3ncoc3-c3cccc(C)c3)cn2)n1	28
221371	CCOc1cc(OC)nc(CCCn2cc(NC(=O)c3ncoc3-c3cccc(C)c3)cn2)n1	84
221372	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCOc2ccc3OCOc3c2)c1	414
221373	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCSc2nc3ccccc3o2)c1	110
221374	Cc1nc2ccc(OCCn3cc(NC(=O)c4ncoc4-c4cccc(C)c4)cn3)cc2o1	949
221375	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCn2ccc3ccccc23)c1	86
221376	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCOc2cc(n(C)n2)C(F)(F)F)c1	1990
221377	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCn2ccc3ccc(F)cc23)c1	67
221378	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCn2ccc3cccc(F)c23)c1	180
221379	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCn2cnc3ccccc23)c1	65
221380	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCn2ccc3cc(C)ccc23)c1	204
221381	COc1ccc2ccn(CCn3cc(NC(=O)c4ncoc4-c4cccc(C)c4)cn3)c2n1	4
221382	COc1ccnc2n(CCn3cc(NC(=O)c4ncoc4-c4cccc(C)c4)cn3)ccc12	548
221383	COc1nc(OC)c2ccn(CCn3cc(NC(=O)c4ncoc4-c4cccc(C)c4)cn3)c2n1	94
221384	Cc1ccc(OCCn2cc(NC(=O)c3ncoc3-c3cccc(C)c3)cn2)nc1	1851
221385	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCOc2cccc(F)c2)c1	931
221386	COc1cc(OC)c2ccn(CCn3cc(NC(=O)c4ncoc4-c4cccc(C)c4)cn3)c2c1	9
221387	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCOc2ccc(F)cc2)c1	973
221388	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCn2ccc3cccc(C)c23)c1	376
221389	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCOc2cc(C)cc(C)n2)c1	474
221390	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCOc2cccc(C)n2)c1	794
221391	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCn2ccc3cccnc23)c1	136
221392	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCOc2ccc(F)cn2)c1	2100
221393	Cc1ccnc(OCCn2cc(NC(=O)c3ncoc3-c3cccc(C)c3)cn2)c1	2020
221394	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCn2ccc3ccc(Cl)nc23)c1	108
221395	COc1cc(OC)c2ccn(CCn3cc(NC(=O)c4ncoc4-c4cccc(C)c4)cn3)c2n1	65
221396	COc1cc2ccn(CCn3cc(NC(=O)c4ncoc4-c4cccc(C)c4)cn3)c2cn1	230
221397	COc1ncnc2n(CCn3cc(NC(=O)c4ncoc4-c4cccc(C)c4)cn3)cnc12	1081
221398	COc1ncnc2ncn(CCn3cc(NC(=O)c4ncoc4-c4cccc(C)c4)cn3)c12	492
221399	Cc1nn(CCn2ccc3ccccc23)c(C)c1NC(=O)c1ncoc1-c1cccc(C)c1	183
221400	Cc1nn(CCn2cnc3ccccc23)c(C)c1NC(=O)c1ncoc1-c1cccc(C)c1	457
221401	COc1cc2ccn(CCn3nc(C)c(NC(=O)c4ncoc4-c4cccc(C)c4)c3C)c2cn1	765
221402	COc1cc2n(CCn3nc(C)c(NC(=O)c4ncoc4-c4cccc(C)c4)c3C)ccc2cn1	207
221403	COc1cc2ccn(CCn3nc(C)c(NC(=O)c4ncoc4-c4cccc(C)c4)c3C)c2cc1OC	472
221404	COc1cc2n(CCn3cc(NC(=O)c4ncoc4-c4cccc(C)c4)cn3)ccc2cn1	29
221405	COc1cc2ncn(CCn3cc(NC(=O)c4ncoc4-c4cccc(C)c4)cn3)c2cc1OC	63
221406	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCn2ccc3ncccc23)c1	297
221407	COc1ccc2n(CCn3cc(NC(=O)c4ncoc4-c4cccc(C)c4)cn3)ccc2c1	784
221408	COc1ccc2ccn(CCn3cc(NC(=O)c4ncoc4-c4cccc(C)c4)cn3)c2c1	9
221409	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCn2ccc3cc(Cl)c(Cl)cc23)c1	81
221410	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCn2ccc3cc(Cl)ccc23)c1	507
221411	COc1cc2n(CCn3cc(NC(=O)c4ncoc4-c4cccc(C)c4)cn3)ccc2cc1Cl	40
221412	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCn2ccc(c2)-c2ccccc2)c1	864
221413	COc1cc(OC)nc(NCCn2cc(NC(=O)c3ncoc3-c3cccc(C)c3)cn2)n1	19
221414	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCNc2ncc3ccccc3n2)c1	133
221415	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCNc2nc3cc(Cl)ccc3o2)c1	5074
221416	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCNc2nc3ccccc3o2)c1	235
221417	Cc1cnc(NCCn2cc(NC(=O)c3ncoc3-c3cccc(C)c3)cn2)nc1	2610
221418	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCNc2cnc3ccccc3n2)c1	286
221419	Cc1cccc(c1)-c1scnc1C(=O)Nc1cnn(CCNc2nc3ccccc3o2)c1	237
221420	Cc1cccc(c1)-c1scnc1C(=O)Nc1cnn(CCNc2cnc3ccccc3n2)c1	129
221421	Cc1cnc(NCCn2cc(NC(=O)c3ncsc3-c3cccc(C)c3)cn2)nc1	959
221422	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCNc2ncccn2)c1	1160
221423	COc1ccnc(NCCn2cc(NC(=O)c3ncoc3-c3cccc(C)c3)cn2)n1	78
221424	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cn(CCNc2ncc3ccccc3n2)cn1	328
221425	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cn(CCNc2nc3ccccc3o2)cn1	2775
221426	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCNc2nc(C)cc(C)n2)c1	262
221427	COc1nc(NCCn2cc(NC(=O)c3ncoc3-c3cccc(C)c3)cn2)nc(OC)c1C	180
221428	COc1cc(OC)nc(N[C@H](C)Cn2cc(NC(=O)c3ncoc3-c3cccc(C)c3)cn2)n1	354
221429	COc1cc(OC)nc(N[C@@H](C)Cn2cc(NC(=O)c3ncoc3-c3cccc(C)c3)cn2)n1	270
221430	COc1cc(OC)nc(NCCn2cnc(NC(=O)c3ncoc3-c3cccc(C)c3)c2)n1	75
221431	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCNc2ncc(Br)cn2)c1	1160
221432	COc1cc(NCCn2cc(NC(=O)c3ncoc3-c3cccc(C)c3)cn2)nc(OC)n1	30
221433	COc1cc(OC)nc(NCCCn2cc(NC(=O)c3ncoc3-c3cccc(C)c3)cn2)n1	57
221434	COc1ccnc(NCCCn2cc(NC(=O)c3ncoc3-c3cccc(C)c3)cn2)n1	43
221435	COc1cc(OC)nc(OCCn2cc(NC(=O)c3ncoc3-c3cccc(C)c3)cn2)n1	25
221436	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCOc2nc3ccccc3o2)c1	941
221437	Cc1cnc(OCCn2cc(NC(=O)c3ncoc3-c3cccc(C)c3)cn2)nc1	869
221438	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCOc2ncc3ccccc3n2)c1	226
221439	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCOc2cnc3ccccc3n2)c1	627
221440	COc1cc(OC)nc(OCCn2nc(C)c(NC(=O)c3ncoc3-c3cccc(C)c3)c2C)n1	1021
221441	Cc1nn(CCOc2nc3ccccc3o2)c(C)c1NC(=O)c1ncoc1-c1cccc(C)c1	966
221442	CCN(CCn1cc(NC(=O)c2ncoc2-c2cccc(C)c2)cn1)c1nc(OC)cc(OC)n1	631
221443	Cc1cccc(c1)-c1ocnc1C(=O)Nc1cnn(CCNc2nc3ccccc3n2C)c1	909
221444	COc1cc(OC)nc(n1)N1CCCC1Cn1cc(NC(=O)c2ncoc2-c2cccc(C)c2)cn1	320
221445	COc1ccc2ccn(CCCn3cc(NC(=O)c4ncoc4-c4cccc(C)c4)cn3)c2c1	47
221446	COc1ccc2n(CCCn3cc(NC(=O)c4ncoc4-c4cccc(C)c4)cn3)ccc2c1	891
240097	Cc1ccc(c(c1)C(=O)N1CC[C@H]1c1nc(no1)-c1ccccc1C)-n1nccn1	19
240098	Cc1ccc(c(c1)C(=O)N1CC[C@H]1c1nc(no1)-c1cccc(F)c1C)-n1nccn1	9
240099	Cc1ccc(cc1)-c1noc(n1)[C@@H]1CCN1C(=O)c1cc(C)ccc1-n1nccn1	180
240100	COc1ccccc1-c1noc(n1)[C@@H]1CCN1C(=O)c1cc(C)ccc1-n1nccn1	38
240101	COc1cccc(c1)-c1noc(n1)[C@@H]1CCN1C(=O)c1cc(C)ccc1-n1nccn1	25
240102	CCCOc1ccccc1-c1noc(n1)[C@@H]1CCN1C(=O)c1cc(C)ccc1-n1nccn1	115
240103	Cc1ccc(c(c1)C(=O)N1CC[C@H]1c1nc(no1)-c1cccc(Cl)c1C)-n1nccn1	10
240104	Cc1ccc(c(c1)C(=O)N1CC[C@H]1c1nc(no1)-c1c(C)cccc1F)-n1nccn1	115
240105	CCOc1c(F)cccc1-c1noc(n1)[C@@H]1CCN1C(=O)c1cc(C)ccc1-n1nccn1	10
240106	Cc1ccc(c(c1)C(=O)N1CC[C@H]1c1nc(no1)-c1cc(C)ccc1C)-n1nccn1	17
240107	Cc1ccc(c(c1)C(=O)N1CC[C@H]1c1nc(no1)-c1cc(F)cc(F)c1)-n1nccn1	280
240108	Cc1ccc(c(c1)C(=O)N1CC[C@H]1c1nc(no1)-c1ccc(F)c(F)c1)-n1nccn1	187
240109	Cc1cccc(c1)-c1noc(n1)[C@@H]1CCN1C(=O)c1cc(C)ccc1-n1nccn1	40
240110	Cc1ccc(c(c1)C(=O)N1CC[C@H]1c1nc(no1)-c1ccccc1Cl)-n1nccn1	40
240111	Cc1ccc(c(c1)C(=O)N1CC[C@H]1c1nc(no1)-c1ccccc1OC(F)(F)F)-n1nccn1	15
240112	COc1c(F)cccc1-c1noc(n1)[C@@H]1CCN1C(=O)c1cc(C)ccc1-n1nccn1	17
240113	COc1cc(C(=O)N2CC[C@H]2c2nc(no2)-c2cccc(F)c2OC)c(cc1C)-n1nccn1	9
240114	Cc1cc(C(=O)N2CC[C@H]2c2nc(no2)-c2ccccc2OC(F)(F)F)c(cc1C)-n1nccn1	5
240115	COc1c(F)cccc1-c1noc(n1)[C@@H]1CCN1C(=O)c1ccc(C)cc1-n1nccn1	9
240116	COc1c(F)cccc1-c1noc(n1)[C@H]1CCN1C(=O)c1ccc(C)cc1-n1nccn1	33
240117	Cc1cc(C(=O)N2CC[C@H]2c2nc(no2)-c2cccc(F)c2C)c(cc1C)-n1nccn1	4
240118	Cc1ccc(C(=O)N2CC[C@H]2c2nc(no2)-c2cccc(F)c2C)c(c1)-n1nccn1	23
240119	COc1cc(C(=O)N2CC[C@H]2c2nc(no2)-c2ccccc2OC(F)(F)F)c(cc1F)-n1nccn1	39
240120	COc1cc(C(=O)N2CC[C@H]2c2nc(no2)-c2cccc(Cl)c2C)c(cc1F)-n1nccn1	25
240121	COc1cc(C(=O)N2CC[C@H]2c2nc(no2)-c2cccc(F)c2C)c(cc1F)-n1nccn1	27
240122	COc1cc(C(=O)N2CC[C@H]2c2nc(no2)-c2cccc(F)c2OC)c(cc1F)-n1nccn1	26
240123	COc1cc(C(=O)N2CC[C@H]2c2nc(no2)-c2ccccc2OC(F)(F)F)c(cc1C)-n1nccn1	6
240124	COc1cc(C(=O)N2CC[C@H]2c2nc(no2)-c2cccc(F)c2C)c(cc1C)-n1nccn1	4
240125	CCOc1ncccc1-c1noc(n1)[C@@H]1CCN1C(=O)c1cc(C)ccc1-n1nccn1	10
240126	CCOc1ncccc1-c1noc(n1)[C@@H]1CCN1C(=O)c1cc(C)c(C)cc1-n1nccn1	3
240127	CCOc1ncccc1-c1noc(n1)[C@@H]1CCN1C(=O)c1ccc(C)cc1-n1nccn1	100
240128	CCOc1ncccc1-c1noc(n1)[C@@H]1CCN1C(=O)c1cc(OC)c(F)cc1-n1nccn1	27
240129	CCOc1ncccc1-c1noc(n1)[C@@H]1CCN1C(=O)c1cc(OC)c(C)cc1-n1nccn1	5
240130	Cc1ccc(c(c1)C(=O)N1CC[C@H]1c1nc(no1)-c1cccnc1OC1CCC1)-n1nccn1	71
240131	Cc1ccc(c(c1)C(=O)N1CC[C@H]1c1nc(no1)-c1ccccc1)-n1nccn1	287
240132	Cc1nc(C(=O)N2CC[C@H]2c2nc(no2)-c2ccccc2OC(F)(F)F)c(s1)-c1ccccc1F	59
240133	Cc1nc(C(=O)N2CC[C@H]2c2nc(no2)-c2ccccc2OC(F)(F)F)c(s1)-c1cccc(C)c1	119
240134	Cc1ccc(-c2ccccc2)c(c1)C(=O)N1CC[C@H]1c1nc(no1)-c1ccccc1OC(F)(F)F	4
240135	Cc1nc(C(=O)N2CC[C@H]2c2nc(no2)-c2ccccc2OC(F)(F)F)c(s1)-c1ccccc1	41
240136	CN(C)c1nc(C(=O)N2CC[C@H]2c2nc(no2)-c2ccccc2OC(F)(F)F)c(s1)-c1ccccc1	10
240137	FC(F)(F)Oc1ccccc1-c1noc(n1)[C@@H]1CCN1C(=O)c1ncsc1-c1ccccc1	266
240138	FC(F)(F)Oc1ccccc1-c1noc(n1)[C@@H]1CCN1C(=O)c1ncsc1-c1cccc(Cl)c1	357
240139	Cc1nc(C(=O)N2CC[C@H]2c2nc(no2)-c2ccccc2OC(F)(F)F)c(s1)-c1ccc(C)cc1	73
240140	Cc1nc(C(=O)N2CC[C@H]2c2nc(no2)-c2ccccc2OC(F)(F)F)c(s1)-c1ccccc1C	416
240141	Cc1cccc(c1C(=O)N1CC[C@H]1c1nc(no1)-c1ccccc1OC(F)(F)F)-n1nccn1	115
240142	FC(F)(F)Oc1ccc(c(c1)C(=O)N1CC[C@H]1c1nc(no1)-c1ccccc1OC(F)(F)F)-n1nccn1	727
240143	FC(F)(F)Oc1ccccc1-c1noc(n1)[C@@H]1CCN1C(=O)c1cc(ccc1-n1nccn1)C(F)(F)F	239
240144	Cc1cccc(c1)-c1ocnc1C(=O)N1CC[C@H]1c1nc(no1)-c1ccccc1OC(F)(F)F	305
240145	FC(F)(F)Oc1ccccc1-c1noc(n1)[C@@H]1CCN1C(=O)c1ccccc1-n1nccn1	91
240146	Cc1cccc(c1)-c1scnc1C(=O)N1CC[C@H]1c1nc(no1)-c1ccccc1OC(F)(F)F	342
240147	Cc1nc(C(=O)N2CC[C@H]2c2nc(no2)-c2ccccc2OC(F)(F)F)c(o1)-c1cccc(C)c1	309
240148	Cc1onc(c1C(=O)N1CC[C@H]1c1nc(no1)-c1ccccc1OC(F)(F)F)-c1ccccc1Cl	1190
240149	FC(F)(F)Oc1ccccc1-c1noc(n1)[C@@H]1CCN1C(=O)c1ccccc1-c1ccccc1	10
240150	Cc1nc(C(=O)N2CC[C@H]2c2nc(no2)-c2cccc(Cl)c2C)c(s1)-c1ccccc1F	218
240151	Cc1nc(C(=O)N2CC[C@H]2c2nc(no2)-c2cccc(Cl)c2C)c(s1)-c1cccc(C)c1	280
240152	Cc1ccc(-c2ccccc2)c(c1)C(=O)N1CC[C@H]1c1nc(no1)-c1cccc(Cl)c1C	4
240153	Cc1nc(C(=O)N2CC[C@H]2c2nc(no2)-c2cccc(Cl)c2C)c(s1)-c1ccccc1	133
240154	CN(C)c1nc(C(=O)N2CC[C@H]2c2nc(no2)-c2cccc(Cl)c2C)c(s1)-c1ccccc1	7
240155	Cc1c(Cl)cccc1-c1noc(n1)[C@@H]1CCN1C(=O)c1ncsc1-c1ccccc1	500
240156	Cc1c(Cl)cccc1-c1noc(n1)[C@@H]1CCN1C(=O)c1ncsc1-c1cccc(Cl)c1	367
240157	Cc1nc(C(=O)N2CC[C@H]2c2nc(no2)-c2cccc(Cl)c2C)c(s1)-c1ccc(C)cc1	170
240158	Cc1nc(C(=O)N2CC[C@H]2c2nc(no2)-c2cccc(Cl)c2C)c(s1)-c1ccccc1C	448
240159	Cc1cccc(c1C(=O)N1CC[C@H]1c1nc(no1)-c1cccc(Cl)c1C)-n1nccn1	69
240160	Cc1c(Cl)cccc1-c1noc(n1)[C@@H]1CCN1C(=O)c1cc(OC(F)(F)F)ccc1-n1nccn1	676
240161	Cc1c(Cl)cccc1-c1noc(n1)[C@@H]1CCN1C(=O)c1cc(ccc1-n1nccn1)C(F)(F)F	390
240162	Cc1cccc(c1)-c1ocnc1C(=O)N1CC[C@H]1c1nc(no1)-c1cccc(Cl)c1C	631
240163	Cc1c(Cl)cccc1-c1noc(n1)[C@@H]1CCN1C(=O)c1ccccc1-n1nccn1	74
240164	Cc1cccc(c1)-c1scnc1C(=O)N1CC[C@H]1c1nc(no1)-c1cccc(Cl)c1C	240
240165	Cc1cc(C(=O)N2CC[C@H]2c2nc(no2)-c2cccc(Cl)c2C)c(cc1C)-n1nccn1	2
240166	Cc1nc(C(=O)N2CC[C@H]2c2nc(no2)-c2cccc(Cl)c2C)c(o1)-c1cccc(C)c1	555
240167	Cc1onc(c1C(=O)N1CC[C@H]1c1nc(no1)-c1cccc(Cl)c1C)-c1ccccc1Cl	666
240168	Cc1c(Cl)cccc1-c1noc(n1)[C@@H]1CCN1C(=O)c1ccccc1-c1ccccc1	20
240169	COc1cc(C(=O)N2CC[C@H]2c2nc(no2)-c2cccc(Cl)c2C)c(cc1Cl)-n1nccn1	6
240170	COc1cc(C(=O)N2CC[C@H]2c2nc(no2)-c2ccccc2OC(F)(F)F)c(cc1Cl)-n1nccn1	12
240171	Cc1c(Cl)cccc1-c1noc(n1)[C@@H]1CCN1C(=O)c1ccc(Cl)cc1-n1nccn1	11
240172	FC(F)(F)Oc1ccccc1-c1noc(n1)[C@@H]1CCN1C(=O)c1ccc(Cl)cc1-n1nccn1	28
240173	Cc1ccc(C(=O)N2CC[C@H]2c2nc(no2)-c2cccc(Cl)c2C)c(c1)-n1nccn1	22
240174	Cc1ccc(C(=O)N2CC[C@H]2c2nc(no2)-c2ccccc2OC(F)(F)F)c(c1)-n1nccn1	17
240175	Cc1c(Cl)cccc1-c1noc(n1)[C@@H]1CCN1C(=O)c1cc(Cl)ccc1-n1nccn1	49
240176	FC(F)(F)Oc1ccccc1-c1noc(n1)[C@@H]1CCN1C(=O)c1cc(Cl)ccc1-n1nccn1	47
240177	Cc1cc(c(cc1Cl)C(=O)N1CC[C@H]1c1nc(no1)-c1cccc(Cl)c1C)-n1nccn1	10
240178	Cc1cc(c(cc1Cl)C(=O)N1CC[C@H]1c1nc(no1)-c1ccccc1OC(F)(F)F)-n1nccn1	13
240179	Cc1ccc(c(c1)C(=O)N1CC[C@H]1c1noc(n1)-c1ccccc1OC(F)(F)F)-n1nccn1	11
240180	Cc1cc(C(=O)N2CC[C@H]2c2noc(n2)-c2ccccc2OC(F)(F)F)c(cc1C)-n1nccn1	3
240181	COc1cc(C(=O)N2CC[C@H]2c2noc(n2)-c2ccccc2OC(F)(F)F)c(cc1C)-n1nccn1	4
240182	COc1cc(C(=O)N2CC[C@H]2c2noc(n2)-c2ccccc2OC(F)(F)F)c(cc1F)-n1nccn1	78
240183	COc1cc(C(=O)N2CC[C@H]2c2noc(n2)-c2cccc(F)c2OC)c(cc1C)-n1nccn1	0.6
240184	Cc1cc(C(=O)N2CC[C@H]2c2noc(n2)-c2cccc(F)c2C)c(cc1C)-n1nccn1	3
240185	CCOc1ncccc1-c1nc(no1)[C@@H]1CCN1C(=O)c1cc(C)ccc1-n1nccn1	2
240186	CCOc1ncccc1-c1nc(no1)[C@@H]1CCN1C(=O)c1cc(C)c(C)cc1-n1nccn1	0.6
240187	CCOc1ncccc1-c1nc(no1)[C@@H]1CCN1C(=O)c1cc(OC)c(C)cc1-n1nccn1	1
240188	Cc1ccc(c(c1)C(=O)N1CC[C@H]1c1noc(n1)-c1cccc(F)c1C)-n1nccn1	8
240189	COc1cc(C(=O)N2CC[C@H]2c2noc(n2)-c2ccccc2OC(F)(F)F)c(cc1Cl)-n1nccn1	11
240190	Cc1cc(c(cc1Cl)C(=O)N1CC[C@H]1c1noc(n1)-c1ccccc1OC(F)(F)F)-n1nccn1	6
240191	COc1cc(C(=O)N2CC[C@H]2c2noc(n2)-c2cccc(F)c2C)c(cc1Cl)-n1nccn1	3
240192	CCOc1ncccc1-c1nc(no1)[C@@H]1CCN1C(=O)c1ccc(C)cc1-n1nccn1	10
240193	CCOc1ncccc1-c1nc(no1)[C@@H]1CCN1C(=O)c1cc(OC)c(Cl)cc1-n1nccn1	1
240194	CCOc1ncccc1-c1nc(no1)[C@@H]1CCN1C(=O)c1cc(Cl)c(C)cc1-n1nccn1	1
240195	Cc1c(Cl)cccc1-c1nc(no1)[C@@H]1CCN1C(=O)c1ccccc1-n1nccn1	34
240196	Cc1ccc(c(c1)C(=O)N1CC[C@H]1c1noc(n1)-c1cccc(Cl)c1C)-n1nccn1	8
240197	Cc1cc(C(=O)N2CC[C@H]2c2noc(n2)-c2cccc(Cl)c2C)c(cc1C)-n1nccn1	2
240198	COc1cc(C(=O)N2CC[C@H]2c2noc(n2)-c2cccc(Cl)c2C)c(cc1C)-n1nccn1	2
240199	COc1cc(C(=O)N2CC[C@H]2c2noc(n2)-c2cccc(Cl)c2C)c(cc1Cl)-n1nccn1	2
240200	Cc1cc(c(cc1Cl)C(=O)N1CC[C@H]1c1noc(n1)-c1cccc(Cl)c1C)-n1nccn1	5
240201	Cc1ccc(C(=O)N2CC[C@H]2c2noc(n2)-c2cccc(Cl)c2C)c(c1)-n1nccn1	9
240202	Cc1c(Cl)cccc1-c1nc(no1)[C@@H]1CCN1C(=O)c1ccc(Cl)cc1-n1nccn1	13
240203	Cc1c(Cl)cccc1-c1nc(no1)[C@@H]1CCN1C(=O)c1ccc(cc1-n1nccn1)C(F)(F)F	28
240204	COc1c(Cl)cccc1-c1nc(no1)[C@@H]1CCN1C(=O)c1cc(C)ccc1-n1nccn1	3
240205	COc1c(Cl)cccc1-c1nc(no1)[C@@H]1CCN1C(=O)c1cc(C)c(C)cc1-n1nccn1	1
240206	COc1cc(C(=O)N2CC[C@H]2c2noc(n2)-c2cccc(Cl)c2OC)c(cc1Cl)-n1nccn1	1
240207	COc1c(Cl)cccc1-c1nc(no1)[C@@H]1CCN1C(=O)c1cc(Cl)c(C)cc1-n1nccn1	1
240208	Cc1ccc(-c2ccccc2)c(c1)C(=O)N1CC[C@H]1c1noc(n1)-c1cccc(Cl)c1C	2
240209	Cc1c(Cl)cccc1-c1nc(no1)[C@@H]1CCN1C(=O)c1cc(F)ccc1-c1ncccn1	122
240210	COc1cc(C(=O)N2CC[C@H]2c2noc(n2)-c2cccc(Cl)c2C)c(cc1C)-c1ncccn1	5
240211	Cc1ccc(-c2ncccn2)c(c1)C(=O)N1CC[C@H]1c1noc(n1)-c1cccc(Cl)c1C	32
240212	COc1c(Cl)cccc1-c1nc(no1)[C@@H]1CCN1C(=O)c1ccc(C)cc1-n1nccn1	4
240213	COc1c(Cl)cccc1-c1nc(no1)[C@@H]1CCN1C(=O)c1ccc(Cl)cc1-n1nccn1	4
240214	Cc1ccc(c(c1)C(=O)N1CC[C@H]1c1nnc([nH]1)-c1ccccc1)-n1nccn1	450
240215	Cc1ccc(C(=O)N2CC[C@H]2c2nnc([nH]2)-c2ccccc2)c(c1)-n1nccn1	322
240216	CCOc1ncccc1-c1nnc([nH]1)[C@@H]1CCN1C(=O)c1cc(C)ccc1-n1nccn1	92
240217	CCOc1ncccc1-c1nnc([nH]1)[C@@H]1CCN1C(=O)c1ccc(C)cc1-n1nccn1	316
240218	Cc1ccc(c(c1)C(=O)N1CC[C@H]1c1nnc([nH]1)-c1cccc(Cl)c1C)-n1nccn1	238
240219	Cc1ccc(c(c1)C(=O)N1CC[C@H]1c1nnc([nH]1)-c1ccccc1OC(F)(F)F)-n1nccn1	56
240220	COc1c(Cl)cccc1-c1nnc([nH]1)[C@@H]1CCN1C(=O)c1cc(C)ccc1-n1nccn1	170
240221	Cc1ccc(C(=O)N2CC[C@H]2c2nnc([nH]2)-c2ccccc2OC(F)(F)F)c(c1)-n1nccn1	11
240222	Cc1cc(C(=O)N2CC[C@H]2c2nnc([nH]2)-c2ccccc2OC(F)(F)F)c(cc1C)-n1nccn1	9
240223	COc1cc(C(=O)N2CC[C@H]2c2nnc([nH]2)-c2ccccc2OC(F)(F)F)c(cc1C)-n1nccn1	6
240224	Cc1cc(c(cc1Cl)C(=O)N1CC[C@H]1c1nnc([nH]1)-c1ccccc1OC(F)(F)F)-n1nccn1	5
240225	COc1cc(C(=O)N2CC[C@H]2c2nnc([nH]2)-c2ccccc2OC(F)(F)F)c(cc1Cl)-n1nccn1	5
240226	FC(F)(F)Oc1ccccc1-c1nnc([nH]1)[C@@H]1CCN1C(=O)c1ccc(Cl)cc1-n1nccn1	16
240227	FC(F)(F)Oc1ccccc1-c1nnc([nH]1)[C@@H]1CCN1C(=O)c1ccc(cc1-n1nccn1)C(F)(F)F	17
240228	Cc1ccc(-c2ccccc2)c(c1)C(=O)N1CC[C@H]1c1nnc([nH]1)-c1ccccc1OC(F)(F)F	39
240229	Cc1ccc(-c2ncccn2)c(c1)C(=O)N1CC[C@H]1c1nnc([nH]1)-c1ccccc1OC(F)(F)F	348
50074060	COc1cccc(OC)c1C1CCC(=O)N1Cc1ccc2oc3ccccc3c2c1	20
